date,area,shift,total_assigned,total_present,total_absent,critical_present,total_work_hours,total_overtime_hours,coal_production_tonnes,target_production,total_cost_inr,revenue_inr,net_profit_inr,attendance_pct,critical_absent,critical_attendance_pct,production_achievement_pct,profit_per_tonne,cost_per_tonne,revenue_per_tonne,tonnes_per_worker,tonnes_per_critical_worker,tonnes_per_work_hour,overtime_pct,critical_staff_ratio,target_gap_tonnes,profit_margin_pct,work_hours_per_tonne
07-12-2025,Kusmunda,Evening,600,552,48,372,4416,310.8,5686.78,2500,3182029,12510916,9328887,92,228,62,227.47,1640.45,559.55,2200,10.3,15.29,1.29,7.04,67.39,3186.78,74.57,0.78
11-12-2025,Korba,Morning,600,480,120,348,3840,118.8,5591.9,1333,2018015,10624610,8606595,80,252,58,419.5,1539.12,360.88,1900,11.65,16.07,1.46,3.09,72.5,4258.9,81.01,0.69
25-03-2025,Korba,Morning,600,552,48,432,4416,150,3978.17,1333,1446059.5,7558523,6112463.5,92,168,72,298.44,1536.5,363.5,1900,7.21,9.21,0.9,3.4,78.26,2645.17,80.87,1.11
27-03-2025,Korba,Evening,600,564,36,408,4512,111.6,4455.83,1333,1610890.5,8466077,6855186.5,94,192,68,334.27,1538.48,361.52,1900,7.9,10.92,0.99,2.47,72.34,3122.83,80.97,1.01
29-03-2025,Dipka,Morning,600,552,48,396,4416,223.2,4835,2000,1987150,13538000,11550850,92,204,66,241.75,2389.01,410.99,2800,8.76,12.21,1.09,5.05,71.74,2835,85.32,0.91
31-03-2025,Korba,Night,600,564,36,408,4512,99.6,5356.79,1333,1924826.5,10177901,8253074.5,94,192,68,401.86,1540.68,359.32,1900,9.5,13.13,1.19,2.21,72.34,4023.79,81.09,0.84
02-04-2025,Kusmunda,Evening,600,540,60,372,4320,24,4965.61,2500,2787335.5,10924342,8137006.5,90,228,62,198.62,1638.67,561.33,2200,9.2,13.35,1.15,0.56,68.89,2465.61,74.49,0.87
15-07-2025,Dipka,Night,600,516,84,396,4128,195.6,4298.7,2000,1772530,12036360,10263830,86,204,66,214.94,2387.66,412.34,2800,8.33,10.86,1.04,4.74,76.74,2298.7,85.27,0.96
18-07-2025,Kusmunda,Morning,600,504,96,312,4032,224.4,5522.78,2500,3096329,12150116,9053787,84,288,52,220.91,1639.35,560.65,2200,10.96,17.7,1.37,5.57,61.9,3022.78,74.52,0.73
18-07-2025,Kusmunda,Night,600,552,48,336,4416,54,5670.84,2500,3174662,12475848,9301186,92,264,56,226.83,1640.18,559.82,2200,10.27,16.88,1.28,1.22,60.87,3170.84,74.55,0.78
19-07-2025,Dipka,Evening,600,516,84,336,4128,104.4,5549.77,2000,2278608,15539356,13260748,86,264,56,277.49,2389.42,410.58,2800,10.76,16.52,1.34,2.53,65.12,3549.77,85.34,0.74
20-07-2025,Korba,Evening,600,528,72,408,4224,104.4,4340.77,1333,1580119.5,8247463,6667343.5,88,192,68,325.64,1535.98,364.02,1900,8.22,10.64,1.03,2.47,77.27,3007.77,80.84,0.97
22-07-2025,Korba,Evening,600,516,84,360,4128,218.4,4262.52,1333,1551232,8098788,6547556,86,240,60,319.77,1536.08,363.92,1900,8.26,11.84,1.03,5.29,69.77,2929.52,80.85,0.97
04-11-2025,Korba,Evening,600,552,48,360,4416,232.8,4630.23,1333,1679180.5,8797437,7118256.5,92,240,60,347.35,1537.34,362.66,1900,8.39,12.86,1.05,5.27,65.22,3297.23,80.91,0.95
06-11-2025,Kusmunda,Night,600,492,108,336,3936,126,4531.59,2500,2550224.5,9969498,7419273.5,82,264,56,181.26,1637.23,562.77,2200,9.21,13.49,1.15,3.2,68.29,2031.59,74.42,0.87
06-11-2025,Korba,Night,600,540,60,408,4320,181.2,4137.25,1333,1501837.5,7860775,6358937.5,90,192,68,310.37,1537,363,1900,7.66,10.14,0.96,4.19,75.56,2804.25,80.89,1.04
07-11-2025,Dipka,Morning,600,504,96,360,4032,108,5217.49,2000,2142296,14608972,12466676,84,240,60,260.87,2389.4,410.6,2800,10.35,14.49,1.29,2.68,71.43,3217.49,85.34,0.77
09-11-2025,Kusmunda,Night,600,540,60,336,4320,81.6,5630.14,2500,3150677,12386308,9235631,90,264,56,225.21,1640.39,559.61,2200,10.43,16.76,1.3,1.89,62.22,3130.14,74.56,0.77
09-11-2025,Korba,Morning,600,516,84,396,4128,170.4,4874.11,1333,1759188.5,9260809,7501620.5,86,204,66,365.65,1539.07,360.93,1900,9.45,12.31,1.18,4.13,76.74,3541.11,81,0.85
09-11-2025,Korba,Night,600,540,60,384,4320,165.6,5058.45,1333,1828307.5,9611055,7782747.5,90,216,64,379.48,1538.56,361.44,1900,9.37,13.17,1.17,3.83,71.11,3725.45,80.98,0.85
10-11-2025,Kusmunda,Morning,600,516,84,348,4128,225.6,4962.66,2500,2785063,10917852,8132789,86,252,58,198.51,1638.8,561.2,2200,9.62,14.26,1.2,5.47,67.44,2462.66,74.49,0.83
10-11-2025,Kusmunda,Evening,600,540,60,372,4320,186,5438.14,2500,3046927,11963908,8916981,90,228,62,217.53,1639.71,560.29,2200,10.07,14.62,1.26,4.31,68.89,2938.14,74.53,0.79
11-11-2025,Kusmunda,Evening,600,480,120,276,3840,247.2,5316.19,2500,2979404.5,11695618,8716213.5,80,324,46,212.65,1639.56,560.44,2200,11.08,19.26,1.38,6.44,57.5,2816.19,74.53,0.72
12-11-2025,Korba,Night,600,540,60,396,4320,306,4667.11,1333,1690588.5,8867509,7176920.5,90,204,66,350.12,1537.77,362.23,1900,8.64,11.79,1.08,7.08,73.33,3334.11,80.94,0.93
25-02-2025,Korba,Night,600,564,36,372,4512,145.2,4493.83,1333,1631340.5,8538277,6906936.5,94,228,62,337.12,1536.98,363.02,1900,7.97,12.08,1,3.22,65.96,3160.83,80.89,1
27-02-2025,Kusmunda,Morning,600,552,48,384,4416,214.8,5513.03,2500,3093866.5,12128666,9034799.5,92,216,64,220.52,1638.81,561.19,2200,9.99,14.36,1.25,4.86,69.57,3013.03,74.49,0.8
27-02-2025,Korba,Evening,600,528,72,360,4224,249.6,4668.66,1333,1695081,8870454,7175373,88,240,60,350.24,1536.92,363.08,1900,8.84,12.97,1.11,5.91,68.18,3335.66,80.89,0.9
12-08-2025,Kusmunda,Morning,600,552,48,360,4416,198,5605.36,2500,3137248,12331792,9194544,92,240,60,224.21,1640.31,559.69,2200,10.15,15.57,1.27,4.48,65.22,3105.36,74.56,0.79
12-08-2025,Kusmunda,Evening,600,516,84,372,4128,81.6,4679.61,2500,2625435.5,10295142,7669706.5,86,228,62,187.18,1638.96,561.04,2200,9.07,12.58,1.13,1.98,72.09,2179.61,74.5,0.88
23-11-2025,Korba,Morning,600,528,72,432,4224,22.8,3800.76,1333,1389616,7221444,5831828,88,168,72,285.13,1534.38,365.62,1900,7.2,8.8,0.9,0.54,81.82,2467.76,80.76,1.11
23-11-2025,Korba,Evening,600,552,48,396,4416,255.6,3685.62,1333,1342167,7002678,5660511,92,204,66,276.49,1535.84,364.16,1900,6.68,9.31,0.83,5.79,71.74,2352.62,80.83,1.2
23-11-2025,Korba,Night,600,564,36,384,4512,196.8,4653.82,1333,1683687,8842258,7158571,94,216,64,349.12,1538.21,361.79,1900,8.25,12.12,1.03,4.36,68.09,3320.82,80.96,0.97
24-11-2025,Dipka,Evening,600,588,12,432,4704,194.4,5135.38,2000,2110202,14379064,12268862,98,168,72,256.77,2389.09,410.91,2800,8.73,11.89,1.09,4.13,73.47,3135.38,85.32,0.92
25-11-2025,Kusmunda,Night,600,576,24,348,4608,139.2,4361.27,2500,2443098.5,9594794,7151695.5,96,252,58,174.45,1639.82,560.18,2200,7.57,12.53,0.95,3.02,60.42,1861.27,74.54,1.06
27-11-2025,Korba,Night,600,528,72,408,4224,72,4693.69,1333,1702891.5,8918011,7215119.5,88,192,68,352.11,1537.2,362.8,1900,8.89,11.5,1.11,1.7,77.27,3360.69,80.91,0.9
28-11-2025,Kusmunda,Evening,600,564,36,360,4512,55.2,6318.14,2500,3528327,13899908,10371581,94,240,60,252.73,1641.56,558.44,2200,11.2,17.55,1.4,1.22,63.83,3818.14,74.62,0.71
28-11-2025,Kusmunda,Night,600,528,72,348,4224,114,5648.38,2500,3166909,12426436,9259527,88,252,58,225.94,1639.32,560.68,2200,10.7,16.23,1.34,2.7,65.91,3148.38,74.51,0.75
29-11-2025,Dipka,Evening,600,504,96,336,4032,128.4,5186.46,2000,2127834,14522088,12394254,84,264,56,259.32,2389.73,410.27,2800,10.29,15.44,1.29,3.18,66.67,3186.46,85.35,0.78
30-11-2025,Korba,Morning,600,564,36,396,4512,199.2,4449.15,1333,1605252.5,8453385,6848132.5,94,204,66,333.77,1539.2,360.8,1900,7.89,11.24,0.99,4.41,70.21,3116.15,81.01,1.01
01-12-2025,Korba,Evening,600,552,48,348,4416,184.8,4823.03,1333,1743660.5,9163757,7420096.5,92,252,58,361.82,1538.47,361.53,1900,8.74,13.86,1.09,4.18,63.04,3490.03,80.97,0.92
02-12-2025,Korba,Evening,600,540,60,384,4320,128.4,4246.43,1333,1544200.5,8068217,6524016.5,90,216,64,318.56,1536.35,363.65,1900,7.86,11.06,0.98,2.97,71.11,2913.43,80.86,1.02
17-03-2025,Dipka,Morning,600,516,84,384,4128,140.4,5011.85,2000,2063340,14033180,11969840,86,216,64,250.59,2388.31,411.69,2800,9.71,13.05,1.21,3.4,74.42,3011.85,85.3,0.82
17-03-2025,Korba,Night,600,564,36,432,4512,180,4738.11,1333,1715538.5,9002409,7286870.5,94,168,72,355.45,1537.93,362.07,1900,8.4,10.97,1.05,3.99,76.6,3405.11,80.94,0.95
19-03-2025,Korba,Evening,600,552,48,396,4416,163.2,4897.94,1333,1771179,9306086,7534907,92,204,66,367.44,1538.38,361.62,1900,8.87,12.37,1.11,3.7,71.74,3564.94,80.97,0.9
20-03-2025,Korba,Night,600,540,60,360,4320,190.8,5276.8,1333,1907080,10025920,8118840,90,240,60,395.86,1538.59,361.41,1900,9.77,14.66,1.22,4.42,66.67,3943.8,80.98,0.82
21-03-2025,Kusmunda,Morning,600,516,84,336,4128,190.8,5527.79,2500,3095884.5,12161138,9065253.5,86,264,56,221.11,1639.94,560.06,2200,10.71,16.45,1.34,4.62,65.12,3027.79,74.54,0.75
22-03-2025,Kusmunda,Night,600,552,48,408,4416,355.2,4375.03,2500,2457716.5,9625066,7167349.5,92,192,68,175,1638.24,561.76,2200,7.93,10.72,0.99,8.04,73.91,1875.03,74.47,1.01
23-03-2025,Dipka,Morning,600,552,48,372,4416,133.2,5284.07,2000,2177028,14795396,12618368,92,228,62,264.2,2388,412,2800,9.57,14.2,1.2,3.02,67.39,3284.07,85.29,0.84
24-03-2025,Dipka,Night,600,492,108,336,3936,222,4634.72,2000,1910138,12977216,11067078,82,264,56,231.74,2387.86,412.14,2800,9.42,13.79,1.18,5.64,68.29,2634.72,85.28,0.85
24-03-2025,Kusmunda,Evening,600,552,48,348,4416,236.4,5072.77,2500,2847223.5,11160094,8312870.5,92,252,58,202.91,1638.72,561.28,2200,9.19,14.58,1.15,5.35,63.04,2572.77,74.49,0.87
05-07-2025,Korba,Morning,600,576,24,384,4608,79.2,4613.88,1333,1667808,8766372,7098564,96,216,64,346.13,1538.52,361.48,1900,8.01,12.02,1,1.72,66.67,3280.88,80.97,1
09-07-2025,Dipka,Night,600,516,84,396,4128,153.6,5037.84,2000,2068836,14105952,12037116,86,204,66,251.89,2389.34,410.66,2800,9.76,12.72,1.22,3.72,76.74,3037.84,85.33,0.82
09-07-2025,Kusmunda,Morning,600,504,96,312,4032,242.4,5122.8,2500,2876040,11270160,8394120,84,288,52,204.91,1638.58,561.42,2200,10.16,16.42,1.27,6.01,61.9,2622.8,74.48,0.79
13-07-2025,Dipka,Evening,600,516,84,444,4128,330,4963.38,2000,2044702,13897464,11852762,86,156,74,248.17,2388.04,411.96,2800,9.62,11.18,1.2,7.99,86.05,2963.38,85.29,0.83
13-07-2025,Dipka,Night,600,576,24,396,4608,216,5110.75,2000,2101200,14310100,12208900,96,204,66,255.54,2388.87,411.13,2800,8.87,12.91,1.11,4.69,68.75,3110.75,85.32,0.9
26-10-2025,Dipka,Morning,600,552,48,408,4416,276,5295.15,2000,2174210,14826420,12652210,92,192,68,264.76,2389.4,410.6,2800,9.59,12.98,1.2,6.25,73.91,3295.15,85.34,0.83
26-10-2025,Kusmunda,Morning,600,540,60,396,4320,213.6,5717.64,2500,3202552,12578808,9376256,90,204,66,228.71,1639.88,560.12,2200,10.59,14.44,1.32,4.94,73.33,3217.64,74.54,0.76
27-10-2025,Dipka,Morning,600,516,84,408,4128,135.6,5431.26,2000,2237304,15207528,12970224,86,192,68,271.56,2388.07,411.93,2800,10.53,13.31,1.32,3.28,79.07,3431.26,85.29,0.76
28-10-2025,Korba,Morning,600,552,48,408,4416,102,4743.12,1333,1712292,9011928,7299636,92,192,68,355.82,1538.99,361.01,1900,8.59,11.63,1.07,2.31,73.91,3410.12,81,0.93
29-10-2025,Korba,Night,600,516,84,348,4128,184.8,4895.18,1333,1768063,9300842,7532779,86,252,58,367.23,1538.82,361.18,1900,9.49,14.07,1.19,4.48,67.44,3562.18,80.99,0.84
30-10-2025,Kusmunda,Night,600,564,36,396,4512,141.6,5320.17,2500,2980943.5,11704374,8723430.5,94,204,66,212.81,1639.69,560.31,2200,9.43,13.43,1.18,3.14,70.21,2820.17,74.53,0.85
31-10-2025,Korba,Evening,600,588,12,432,4704,211.2,4497.66,1333,1627331,8545554,6918223,98,168,72,337.41,1538.18,361.82,1900,7.65,10.41,0.96,4.49,73.47,3164.66,80.96,1.05
01-11-2025,Dipka,Evening,600,540,60,420,4320,104.4,5030.53,2000,2070612,14085484,12014872,90,180,70,251.53,2388.39,411.61,2800,9.32,11.98,1.16,2.42,77.78,3030.53,85.3,0.86
01-11-2025,Dipka,Night,600,564,36,396,4512,172.8,5637.74,2000,2312196,15785672,13473476,94,204,66,281.89,2389.87,410.13,2800,10,14.24,1.25,3.83,70.21,3637.74,85.35,0.8
03-11-2025,Korba,Morning,600,540,60,396,4320,134.4,4513.49,1333,1635221.5,8575631,6940409.5,90,204,66,338.6,1537.7,362.3,1900,8.36,11.4,1.04,3.11,73.33,3180.49,80.93,0.96
15-02-2025,Kusmunda,Night,600,564,36,408,4512,60,5004.9,2500,2804995,11010780,8205785,94,192,68,200.2,1639.55,560.45,2200,8.87,12.27,1.11,1.33,72.34,2504.9,74.53,0.9
16-02-2025,Dipka,Evening,600,552,48,348,4416,124.8,5320.78,2000,2187012,14898184,12711172,92,252,58,266.04,2388.97,411.03,2800,9.64,15.29,1.2,2.83,63.04,3320.78,85.32,0.83
19-02-2025,Kusmunda,Night,600,528,72,300,4224,303.6,6019.16,2500,3367738,13242152,9874414,88,300,50,240.77,1640.5,559.5,2200,11.4,20.06,1.42,7.19,56.82,3519.16,74.57,0.7
21-02-2025,Korba,Night,600,552,48,420,4416,92.4,5218.15,1333,1881302.5,9914485,8033182.5,92,180,70,391.46,1539.47,360.53,1900,9.45,12.42,1.18,2.09,76.09,3885.15,81.02,0.85
22-02-2025,Korba,Evening,600,552,48,360,4416,266.4,4711.48,1333,1703868,8951812,7247944,92,240,60,353.45,1538.36,361.64,1900,8.54,13.09,1.07,6.03,65.22,3378.48,80.97,0.94
23-02-2025,Dipka,Morning,600,552,48,360,4416,100.8,5631.66,2000,2310614,15768648,13458034,92,240,60,281.58,2389.71,410.29,2800,10.2,15.64,1.28,2.28,65.22,3631.66,85.35,0.78
23-02-2025,Dipka,Evening,600,576,24,396,4608,174,5728.93,2000,2354222,16041004,13686782,96,204,66,286.45,2389.06,410.94,2800,9.95,14.47,1.24,3.78,68.75,3728.93,85.32,0.8
23-02-2025,Korba,Night,600,576,24,408,4608,117.6,4816.83,1333,1739990.5,9151977,7411986.5,96,192,68,361.35,1538.77,361.23,1900,8.36,11.81,1.05,2.55,70.83,3483.83,80.99,0.96
07-06-2025,Dipka,Morning,600,552,48,420,4416,146.4,5529.51,2000,2274454,15482628,13208174,92,180,70,276.48,2388.67,411.33,2800,10.02,13.17,1.25,3.32,76.09,3529.51,85.31,0.8
07-06-2025,Kusmunda,Morning,600,540,60,396,4320,103.2,6032.68,2500,3368024,13271896,9903872,90,204,66,241.31,1641.7,558.3,2200,11.17,15.23,1.4,2.39,73.33,3532.68,74.62,0.72
08-06-2025,Korba,Morning,600,552,48,396,4416,183.6,3378.57,1333,1234499.5,6419283,5184783.5,92,204,66,253.46,1534.61,365.39,1900,6.12,8.53,0.77,4.16,71.74,2045.57,80.77,1.31
08-06-2025,Korba,Night,600,492,108,372,3936,97.2,4794.62,1333,1737567,9109778,7372211,82,228,62,359.69,1537.6,362.4,1900,9.75,12.89,1.22,2.47,75.61,3461.62,80.93,0.82
10-06-2025,Kusmunda,Morning,600,564,36,384,4512,205.2,5438.11,2500,3051260.5,11963842,8912581.5,94,216,64,217.52,1638.91,561.09,2200,9.64,14.16,1.21,4.55,68.09,2938.11,74.5,0.83
10-06-2025,Kusmunda,Night,600,540,60,336,4320,80.4,4797.49,2500,2694219.5,10554478,7860258.5,90,264,56,191.9,1638.41,561.59,2200,8.88,14.28,1.11,1.86,62.22,2297.49,74.47,0.9
11-06-2025,Dipka,Night,600,540,60,408,4320,272.4,5696.42,2000,2338768,15949976,13611208,90,192,68,284.82,2389.43,410.57,2800,10.55,13.96,1.32,6.31,75.56,3696.42,85.34,0.76
11-06-2025,Kusmunda,Morning,600,516,84,396,4128,140.4,5506.65,2500,3082857.5,12114630,9031772.5,86,204,66,220.27,1640.16,559.84,2200,10.67,13.91,1.33,3.4,76.74,3006.65,74.55,0.75
14-06-2025,Kusmunda,Night,600,540,60,324,4320,170.4,5291.98,2500,2966839,11642356,8675517,90,276,54,211.68,1639.37,560.63,2200,9.8,16.33,1.22,3.94,60,2791.98,74.52,0.82
27-09-2025,Dipka,Morning,600,540,60,336,4320,154.8,5778.26,2000,2371604,16179128,13807524,90,264,56,288.91,2389.56,410.44,2800,10.7,17.2,1.34,3.58,62.22,3778.26,85.34,0.75
28-09-2025,Korba,Morning,600,504,96,384,4032,242.4,4677.98,1333,1689593,8888162,7198569,84,216,64,350.94,1538.82,361.18,1900,9.28,12.18,1.16,6.01,76.19,3344.98,80.99,0.86
29-09-2025,Dipka,Evening,600,552,48,420,4416,218.4,5132.01,2000,2111304,14369628,12258324,92,180,70,256.6,2388.6,411.4,2800,9.3,12.22,1.16,4.95,76.09,3132.01,85.31,0.86
29-09-2025,Korba,Morning,600,492,108,300,3936,100.8,4601.24,1333,1669684,8742356,7072672,82,300,50,345.18,1537.12,362.88,1900,9.35,15.34,1.17,2.56,60.98,3268.24,80.9,0.86
29-09-2025,Korba,Night,600,528,72,384,4224,247.2,4428.24,1333,1605084,8413656,6808572,88,216,64,332.2,1537.53,362.47,1900,8.39,11.53,1.05,5.85,72.73,3095.24,80.92,0.95
30-01-2025,Kusmunda,Morning,600,564,36,408,4512,136.8,6206.24,2500,3471482,13653728,10182246,94,192,68,248.25,1640.65,559.35,2200,11,15.21,1.38,3.03,72.34,3706.24,74.57,0.73
30-01-2025,Kusmunda,Evening,600,528,72,336,4224,196.8,4947.95,2500,2773672.5,10885490,8111817.5,88,264,56,197.92,1639.43,560.57,2200,9.37,14.73,1.17,4.66,63.64,2447.95,74.52,0.85
01-02-2025,Kusmunda,Night,600,564,36,384,4512,196.8,4686.06,2500,2632933,10309332,7676399,94,216,64,187.44,1638.14,561.86,2200,8.31,12.2,1.04,4.36,68.09,2186.06,74.46,0.96
02-02-2025,Dipka,Evening,600,576,24,360,4608,156,4972.31,2000,2043374,13922468,11879094,96,240,60,248.62,2389.05,410.95,2800,8.63,13.81,1.08,3.39,62.5,2972.31,85.32,0.93
05-02-2025,Dipka,Night,600,528,72,384,4224,141.6,5357.2,2000,2199980,15000160,12800180,88,216,64,267.86,2389.34,410.66,2800,10.15,13.95,1.27,3.35,72.73,3357.2,85.33,0.79
06-02-2025,Korba,Evening,600,504,96,336,4032,181.2,4896.78,1333,1767023,9303882,7536859,84,264,56,367.35,1539.15,360.85,1900,9.72,14.57,1.21,4.49,66.67,3563.78,81.01,0.82
21-05-2025,Dipka,Night,600,540,60,360,4320,181.2,5302.26,2000,2181104,14846328,12665224,90,240,60,265.11,2388.65,411.35,2800,9.82,14.73,1.23,4.19,66.67,3302.26,85.31,0.81
21-05-2025,Kusmunda,Morning,600,552,48,396,4416,72,5294.21,2500,2970415.5,11647262,8676846.5,92,204,66,211.77,1638.93,561.07,2200,9.59,13.37,1.2,1.63,71.74,2794.21,74.5,0.83
22-05-2025,Dipka,Evening,600,528,72,360,4224,135.6,4932.14,2000,2028356,13809992,11781636,88,240,60,246.61,2388.75,411.25,2800,9.34,13.7,1.17,3.21,68.18,2932.14,85.31,0.86
22-05-2025,Korba,Night,600,540,60,408,4320,253.2,5096.31,1333,1841658.5,9682989,7841330.5,90,192,68,382.32,1538.63,361.37,1900,9.44,12.49,1.18,5.86,75.56,3763.31,80.98,0.85
23-05-2025,Kusmunda,Morning,600,540,60,384,4320,262.8,5425.85,2500,3034167.5,11936870,8902702.5,90,216,64,217.03,1640.79,559.21,2200,10.05,14.13,1.26,6.08,71.11,2925.85,74.58,0.8
23-05-2025,Kusmunda,Night,600,516,84,396,4128,166.8,5044.21,2500,2832815.5,11097262,8264446.5,86,204,66,201.77,1638.4,561.6,2200,9.78,12.74,1.22,4.04,76.74,2544.21,74.47,0.82
29-05-2025,Kusmunda,Evening,600,540,60,348,4320,43.2,5719.17,2500,3200493.5,12582174,9381680.5,90,252,58,228.77,1640.39,559.61,2200,10.59,16.43,1.32,1,64.44,3219.17,74.56,0.76
10-09-2025,Dipka,Morning,600,528,72,384,4224,10.8,4832.64,2000,1989406,13531392,11541986,88,216,64,241.63,2388.34,411.66,2800,9.15,12.58,1.14,0.26,72.73,2832.64,85.3,0.87
11-09-2025,Dipka,Morning,600,540,60,372,4320,140.4,5383.63,2000,2212902,15074164,12861262,90,228,62,269.18,2388.96,411.04,2800,9.97,14.47,1.25,3.25,68.89,3383.63,85.32,0.8
11-09-2025,Korba,Night,600,528,72,372,4224,164.4,4273.29,1333,1550401.5,8119251,6568849.5,88,228,62,320.58,1537.19,362.81,1900,8.09,11.49,1.01,3.89,70.45,2940.29,80.9,0.99
13-09-2025,Dipka,Night,600,540,60,360,4320,115.2,4657.83,2000,1918732,13041924,11123192,90,240,60,232.89,2388.06,411.94,2800,8.63,12.94,1.08,2.67,66.67,2657.83,85.29,0.93
14-09-2025,Korba,Evening,600,540,60,372,4320,86.4,5328.71,1333,1924398.5,10124549,8200150.5,90,228,62,399.75,1538.86,361.14,1900,9.87,14.32,1.23,2,68.89,3995.71,80.99,0.81
14-09-2025,Korba,Night,600,576,24,360,4608,94.8,4395.62,1333,1598367,8351678,6753311,96,240,60,329.75,1536.37,363.63,1900,7.63,12.21,0.95,2.06,62.5,3062.62,80.86,1.05
17-09-2025,Kusmunda,Night,600,552,48,324,4416,153.6,4936.92,2500,2766206,10861224,8095018,92,276,54,197.48,1639.69,560.31,2200,8.94,15.24,1.12,3.48,58.7,2436.92,74.53,0.89
22-12-2025,Dipka,Morning,600,540,60,420,4320,51.6,5887.78,2000,2415412,16485784,14070372,90,180,70,294.39,2389.76,410.24,2800,10.9,14.02,1.36,1.19,77.78,3887.78,85.35,0.73
23-12-2025,Dipka,Night,600,564,36,420,4512,151.2,5287.38,2000,2172702,14804664,12631962,94,180,70,264.37,2389.08,410.92,2800,9.37,12.59,1.17,3.35,74.47,3287.38,85.32,0.85
25-12-2025,Korba,Morning,600,504,96,384,4032,56.4,5168.44,1333,1865404,9820036,7954632,84,216,64,387.73,1539.08,360.92,1900,10.25,13.46,1.28,1.4,76.19,3835.44,81,0.78
28-12-2025,Kusmunda,Morning,600,540,60,420,4320,60,5248.32,2500,2942076,11546304,8604228,90,180,70,209.93,1639.43,560.57,2200,9.72,12.5,1.21,1.39,77.78,2748.32,74.52,0.82
28-12-2025,Kusmunda,Evening,600,564,36,372,4512,289.2,5838.5,2500,3263025,12844700,9581675,94,228,62,233.54,1641.12,558.88,2200,10.35,15.69,1.29,6.41,65.96,3338.5,74.6,0.77
29-12-2025,Korba,Morning,600,528,72,396,4224,145.2,4613.26,1333,1672041,8765194,7093153,88,204,66,346.08,1537.56,362.44,1900,8.74,11.65,1.09,3.44,75,3280.26,80.92,0.92
12-04-2025,Korba,Night,600,504,96,408,4032,85.2,4731.25,1333,1711337.5,8989375,7278037.5,84,192,68,354.93,1538.29,361.71,1900,9.39,11.6,1.17,2.11,80.95,3398.25,80.96,0.85
14-04-2025,Korba,Morning,600,552,48,420,4416,219.6,4714.93,1333,1707225.5,8958367,7251141.5,92,180,70,353.71,1537.91,362.09,1900,8.54,11.23,1.07,4.97,76.09,3381.93,80.94,0.94
15-04-2025,Korba,Evening,600,504,96,360,4032,49.2,5206.08,1333,1883178,9891552,8008374,84,240,60,390.55,1538.27,361.73,1900,10.33,14.46,1.29,1.22,71.43,3873.08,80.96,0.77
15-04-2025,Korba,Night,600,564,36,408,4512,145.2,3659.85,1333,1340097.5,6953715,5613617.5,94,192,68,274.56,1533.84,366.16,1900,6.49,8.97,0.81,3.22,72.34,2326.85,80.73,1.23
16-04-2025,Kusmunda,Night,600,552,48,336,4416,103.2,5571.77,2500,3124673.5,12257894,9133220.5,92,264,56,222.87,1639.2,560.8,2200,10.09,16.58,1.26,2.34,60.87,3071.77,74.51,0.79
17-04-2025,Korba,Night,600,564,36,348,4512,243.6,4042.33,1333,1472565.5,7680427,6207861.5,94,252,58,303.25,1535.71,364.29,1900,7.17,11.62,0.9,5.4,61.7,2709.33,80.83,1.12
18-04-2025,Dipka,Morning,600,552,48,348,4416,70.8,5696.82,2000,2337228,15951096,13613868,92,252,58,284.84,2389.73,410.27,2800,10.32,16.37,1.29,1.6,63.04,3696.82,85.35,0.78
18-04-2025,Dipka,Evening,600,564,36,396,4512,157.2,5460.35,2000,2242640,15288980,13046340,94,204,66,273.02,2389.29,410.71,2800,9.68,13.79,1.21,3.48,70.21,3460.35,85.33,0.83
18-04-2025,Kusmunda,Morning,600,540,60,396,4320,165.6,5120.15,2500,2867632.5,11264330,8396697.5,90,204,66,204.81,1639.93,560.07,2200,9.48,12.93,1.19,3.83,73.33,2620.15,74.54,0.84
19-04-2025,Korba,Morning,600,564,36,396,4512,129.6,5488.62,1333,1978217,10428378,8450161,94,204,66,411.75,1539.58,360.42,1900,9.73,13.86,1.22,2.87,70.21,4155.62,81.03,0.82
19-04-2025,Korba,Evening,600,540,60,360,4320,213.6,4272.21,1333,1551623.5,8117199,6565575.5,90,240,60,320.5,1536.81,363.19,1900,7.91,11.87,0.99,4.94,66.67,2939.21,80.88,1.01
20-04-2025,Kusmunda,Night,600,540,60,324,4320,162,5953.22,2500,3326871,13097084,9770213,90,276,54,238.13,1641.16,558.84,2200,11.02,18.37,1.38,3.75,60,3453.22,74.6,0.73
03-08-2025,Kusmunda,Evening,600,564,36,420,4512,267.6,4871.89,2500,2732589.5,10718158,7985568.5,94,180,70,194.88,1639.11,560.89,2200,8.64,11.6,1.08,5.93,74.47,2371.89,74.51,0.93
04-08-2025,Korba,Morning,600,516,84,360,4128,134.4,5617.04,1333,2023264,10672376,8649112,86,240,60,421.38,1539.8,360.2,1900,10.89,15.6,1.36,3.26,69.77,4284.04,81.04,0.73
05-08-2025,Dipka,Night,600,540,60,360,4320,190.8,5818.98,2000,2384592,16293144,13908552,90,240,60,290.95,2390.2,409.8,2800,10.78,16.16,1.35,4.42,66.67,3818.98,85.36,0.74
05-08-2025,Kusmunda,Evening,600,552,48,360,4416,159.6,4526.98,2500,2546289,9959356,7413067,92,240,60,181.08,1637.53,562.47,2200,8.2,12.57,1.03,3.61,65.22,2026.98,74.43,0.98
