date,area,shift,total_assigned,total_present,total_absent,critical_present,total_work_hours,total_overtime_hours,coal_production_tonnes,target_production,total_cost_inr,revenue_inr,net_profit_inr
05-02-2025,Korba,Evening,600,576,24,372,4608,291.6,5881.93,1333,2118225.5,11175667,9057441.5
07-02-2025,Dipka,Morning,600,528,72,384,4224,74.4,4530.83,2000,1871032,12686324,10815292
21-05-2025,Korba,Evening,600,528,72,384,4224,140.4,5692.06,1333,2050171,10814914,8764743
23-05-2025,Dipka,Morning,600,564,36,420,4512,145.2,4769.59,2000,1960886,13354852,11393966
23-05-2025,Dipka,Evening,600,528,72,360,4224,123.6,5842.03,2000,2396262,16357684,13961422
23-05-2025,Korba,Night,600,564,36,360,4512,189.6,4905.72,1333,1770152,9320868,7550716
25-05-2025,Dipka,Morning,600,540,60,396,4320,297.6,4674.01,2000,1922554,13087228,11164674
25-05-2025,Dipka,Night,600,504,96,372,4032,194.4,5517.75,2000,2265050,15449700,13184650
25-05-2025,Kusmunda,Evening,600,516,84,396,4128,253.2,6031.1,2500,3378905,13268420,9889515
27-05-2025,Korba,Morning,600,552,48,408,4416,276,4056.92,1333,1480772,7708148,6227376
28-05-2025,Kusmunda,Night,600,576,24,396,4608,176.4,4902.67,2500,2750468.5,10785874,8035405.5
12-09-2025,Korba,Morning,600,564,36,360,4512,240,3890.33,1333,1417015.5,7391627,5974611.5
15-09-2025,Dipka,Morning,600,564,36,432,4512,200.4,5342.19,2000,2192826,14958132,12765306
15-09-2025,Dipka,Evening,600,576,24,444,4608,195.6,5524.47,2000,2272988,15468516,13195528
16-09-2025,Dipka,Evening,600,600,0,492,4800,133.2,4936.94,2000,2032426,13823432,11791006
17-09-2025,Dipka,Morning,600,552,48,420,4416,134.4,5645.11,2000,2311844,15806308,13494464
18-09-2025,Kusmunda,Night,600,516,84,348,4128,158.4,4569.69,2500,2568729.5,10053318,7484588.5
18-09-2025,Korba,Evening,600,552,48,396,4416,211.2,4688.68,1333,1693438,8908492,7215054
21-12-2025,Korba,Morning,600,540,60,360,4320,168,4126.51,1333,1494778.5,7840369,6345590.5
22-12-2025,Kusmunda,Evening,600,564,36,396,4512,110.4,4992.39,2500,2800464.5,10983258,8182793.5
23-12-2025,Korba,Evening,600,528,72,336,4224,126,5109.06,1333,1842921,9707214,7864293
24-12-2025,Korba,Evening,600,552,48,432,4416,322.8,4949.42,1333,1786847,9403898,7617051
25-12-2025,Dipka,Evening,600,576,24,420,4608,254.4,5565.07,2000,2287928,15582196,13294268
26-12-2025,Dipka,Night,600,540,60,396,4320,270,4984.3,2000,2048470,13956040,11907570
27-12-2025,Korba,Evening,600,552,48,384,4416,159.6,4766.63,1333,1724470.5,9056597,7332126.5
30-12-2025,Dipka,Evening,600,528,72,360,4224,207.6,6013.51,2000,2461104,16837828,14376724
13-04-2025,Korba,Night,600,552,48,432,4416,186,5322.05,1333,1924417.5,10111895,8187477.5
14-04-2025,Dipka,Night,600,540,60,324,4320,186,4985.37,2000,2049448,13959036,11909588
14-04-2025,Kusmunda,Morning,600,540,60,336,4320,253.2,5425.84,2500,3042812,11936848,8894036
15-04-2025,Kusmunda,Morning,600,564,36,336,4512,301.2,5713.69,2500,3195979.5,12570118,9374138.5
15-04-2025,Kusmunda,Night,600,540,60,336,4320,172.8,5374.83,2500,3014106.5,11824626,8810519.5
18-04-2025,Kusmunda,Night,600,528,72,372,4224,100.8,5029.69,2500,2819379.5,11065318,8245938.5
19-04-2025,Dipka,Night,600,552,48,468,4416,198,5699.78,2000,2340762,15959384,13618622
20-04-2025,Dipka,Evening,600,528,72,396,4224,219.6,4875.68,2000,2005772,13651904,11646132
21-04-2025,Korba,Evening,600,528,72,348,4224,115.2,5505.21,1333,1983173.5,10459899,8476725.5
07-08-2025,Korba,Night,600,540,60,396,4320,94.8,5264.1,1333,1898785,10001790,8103005
10-08-2025,Kusmunda,Night,600,564,36,384,4512,216,4985.32,2500,2797426,10967704,8170278
10-08-2025,Korba,Morning,600,552,48,384,4416,40.8,4802.6,1333,1737910,9124940,7387030
11-08-2025,Korba,Morning,600,540,60,324,4320,54,5915.96,1333,2130036,11240324,9110288
23-11-2025,Kusmunda,Morning,600,576,24,432,4608,93.6,6232.73,2500,3485851.5,13712006,10226154.5
23-11-2025,Kusmunda,Evening,600,564,36,384,4512,225.6,5269.26,2500,2957443,11592372,8634929
25-11-2025,Dipka,Evening,600,552,48,432,4416,235.2,5778.7,2000,2371880,16180360,13808480
25-11-2025,Korba,Night,600,528,72,336,4224,186,4637,1333,1673750,8810300,7136550
29-11-2025,Kusmunda,Morning,600,540,60,336,4320,182.4,5079.3,2500,2849215,11174460,8325245
01-01-2025,Dipka,Morning,600,528,72,360,4224,183.6,5699.32,2000,2340028,15958096,13618068
01-01-2025,Kusmunda,Evening,600,552,48,384,4416,186,5043.55,2500,2827402.5,11095810,8268407.5
02-01-2025,Dipka,Morning,600,540,60,384,4320,109.2,5182.2,2000,2127830,14510160,12382330
03-01-2025,Dipka,Night,600,564,36,408,4512,98.4,5283.37,2000,2173548,14793436,12619888
04-01-2025,Korba,Night,600,576,24,456,4608,145.2,4506.44,1333,1629454,8562236,6932782
06-01-2025,Dipka,Morning,600,552,48,408,4416,272.4,5771.88,2000,2365102,16161264,13796162
06-01-2025,Kusmunda,Evening,600,528,72,360,4224,177.6,5548.37,2500,3104003.5,12206414,9102410.5
09-01-2025,Kusmunda,Night,600,552,48,300,4416,158.4,4527.49,2500,2544769.5,9960478,7415708.5
24-04-2025,Dipka,Evening,600,552,48,348,4416,50.4,6411.48,2000,2624892,17952144,15327252
24-04-2025,Kusmunda,Morning,600,516,84,324,4128,172.8,6025.18,2500,3374249,13255396,9881147
24-04-2025,Korba,Morning,600,528,72,432,4224,270,4833.04,1333,1749414,9182776,7433362
25-04-2025,Kusmunda,Night,600,564,36,384,4512,212.4,5632.23,2500,3148226.5,12390906,9242679.5
25-04-2025,Korba,Night,600,528,72,384,4224,124.8,4998.7,1333,1804395,9497530,7693135
26-04-2025,Dipka,Morning,600,516,84,336,4128,90,5701.87,2000,2341898,15965236,13623338
29-04-2025,Dipka,Night,600,552,48,408,4416,103.2,4686.87,2000,1924798,13123236,11198438
29-04-2025,Kusmunda,Evening,600,552,48,276,4416,172.8,5824.86,2500,3260123,12814692,9554569
29-04-2025,Korba,Morning,600,576,24,432,4608,84,4734.21,1333,1712373.5,8994999,7282625.5
29-04-2025,Korba,Evening,600,540,60,360,4320,170.4,3728.27,1333,1362644.5,7083713,5721068.5
13-08-2025,Dipka,Night,600,576,24,408,4608,60,5015.64,2000,2064856,14043792,11978936
13-08-2025,Korba,Evening,600,552,48,432,4416,195.6,4527.58,1333,1646353,8602402,6956049
14-08-2025,Korba,Night,600,564,36,420,4512,216,4263.56,1333,1552896,8100764,6547868
16-08-2025,Korba,Night,600,576,24,360,4608,216,5428.7,1333,1961845,10314530,8352685
17-08-2025,Kusmunda,Night,600,540,60,432,4320,202.8,4910.42,2500,2751631,10802924,8051293
18-08-2025,Korba,Morning,600,564,36,360,4512,223.2,4401.8,1333,1595930,8363420,6767490
18-08-2025,Korba,Evening,600,528,72,360,4224,102,5137.61,1333,1854513.5,9761459,7906945.5
19-08-2025,Kusmunda,Night,600,516,84,336,4128,52.8,5792.53,2500,3243841.5,12743566,9499724.5
20-08-2025,Kusmunda,Night,600,540,60,408,4320,156,4860.05,2500,2730877.5,10692110,7961232.5
22-08-2025,Dipka,Evening,600,552,48,336,4416,157.2,4919.98,2000,2025642,13775944,11750302
04-12-2025,Korba,Night,600,564,36,408,4512,68.4,4988.04,1333,1803564,9477276,7673712
07-12-2025,Dipka,Morning,600,528,72,372,4224,177.6,6006.99,2000,2466196,16819572,14353376
11-12-2025,Kusmunda,Morning,600,564,36,336,4512,51.6,4909.05,2500,2753977.5,10799910,8045932.5
11-12-2025,Kusmunda,Night,600,504,96,348,4032,70.8,4130.61,2500,2331285.5,9087342,6756056.5
11-12-2025,Korba,Evening,600,516,84,408,4128,174,4385.14,1333,1596599,8331766,6735167
12-12-2025,Dipka,Night,600,540,60,420,4320,169.2,5137.49,2000,2110296,14384972,12274676
25-03-2025,Kusmunda,Morning,600,540,60,348,4320,171.6,5386.23,2500,3017926.5,11849706,8831779.5
25-03-2025,Korba,Night,600,528,72,408,4224,76.8,5702.96,1333,2051636,10835624,8783988
28-03-2025,Dipka,Evening,600,504,96,396,4032,217.2,5001.35,2000,2055490,14003780,11948290
30-03-2025,Korba,Night,600,552,48,432,4416,133.2,4951.84,1333,1790344,9408496,7618152
01-04-2025,Dipka,Evening,600,516,84,408,4128,266.4,5906.78,2000,2420462,16538984,14118522
02-04-2025,Dipka,Morning,600,564,36,384,4512,165.6,6248.08,2000,2558682,17494624,14935942
18-07-2025,Korba,Morning,600,576,24,408,4608,78,4394.78,1333,1591323,8350082,6758759
18-07-2025,Korba,Night,600,528,72,396,4224,91.2,4351.04,1333,1577614,8266976,6689362
20-07-2025,Dipka,Night,600,576,24,396,4608,235.2,5228.11,2000,2146744,14638708,12491964
22-07-2025,Dipka,Night,600,564,36,420,4512,303.6,5490.88,2000,2259752,15374464,13114712
22-07-2025,Kusmunda,Morning,600,456,144,288,3648,207.6,5639.69,2500,3162779.5,12407318,9244538.5
22-07-2025,Korba,Morning,600,468,132,372,3744,202.8,5464.2,1333,1971820,10381980,8410160
23-07-2025,Korba,Morning,600,564,36,372,4512,151.2,4368.76,1333,1585966,8300644,6714678
23-07-2025,Korba,Night,600,540,60,372,4320,261.6,4325.08,1333,1571528,8217652,6646124
04-11-2025,Kusmunda,Morning,600,528,72,372,4224,140.4,4422.39,2500,2483664.5,9729258,7245593.5
05-11-2025,Kusmunda,Evening,600,540,60,384,4320,93.6,5437.53,2500,3045191.5,11962566,8917374.5
05-11-2025,Korba,Morning,600,492,108,348,3936,156,3888.33,1333,1418215.5,7387827,5969611.5
09-11-2025,Kusmunda,Morning,600,540,60,324,4320,210,4941.17,2500,2772293.5,10870574,8098280.5
30-01-2025,Dipka,Morning,600,552,48,348,4416,218.4,5763.88,2000,2367452,16138864,13771412
31-01-2025,Kusmunda,Morning,600,540,60,360,4320,247.2,5604.95,2500,3140572.5,12330890,9190317.5
31-01-2025,Korba,Morning,600,540,60,408,4320,314.4,4964.82,1333,1794487,9433158,7638671
31-01-2025,Korba,Evening,600,564,36,384,4512,240,4125.75,1333,1501862.5,7838925,6337062.5
01-02-2025,Kusmunda,Evening,600,552,48,324,4416,198,5459.29,2500,3062059.5,12010438,8948378.5
02-02-2025,Dipka,Morning,600,516,84,336,4128,73.2,4974.37,2000,2039598,13928236,11888638
02-02-2025,Kusmunda,Evening,600,552,48,408,4416,88.8,5589.02,2500,3125611,12295844,9170233
02-02-2025,Korba,Evening,600,540,60,408,4320,186,5116.48,1333,1843268,9721312,7878044
05-02-2025,Dipka,Evening,600,564,36,432,4512,255.6,5007.88,2000,2062702,14022064,11959362
06-02-2025,Dipka,Morning,600,528,72,408,4224,184.8,5953.93,2000,2440822,16671004,14230182
06-02-2025,Dipka,Evening,600,540,60,432,4320,112.8,5778.38,2000,2367502,16179464,13811962
07-02-2025,Dipka,Evening,600,576,24,408,4608,117.6,5749.51,2000,2360104,16098628,13738524
23-05-2025,Kusmunda,Evening,600,540,60,372,4320,40.8,5626.29,2500,3151759.5,12377838,9226078.5
23-05-2025,Korba,Evening,600,576,24,408,4608,258,4993.52,1333,1798332,9487688,7689356
24-05-2025,Dipka,Morning,600,564,36,360,4512,169.2,5963.79,2000,2446466,16698612,14252146
25-05-2025,Kusmunda,Night,600,552,48,408,4416,268.8,4977.27,2500,2792348.5,10949994,8157645.5
26-05-2025,Dipka,Night,600,528,72,348,4224,213.6,5201.57,2000,2136328,14564396,12428068
27-05-2025,Dipka,Night,600,540,60,396,4320,172.8,5104.1,2000,2097240,14291480,12194240
28-05-2025,Dipka,Night,600,564,36,408,4512,176.4,4952.18,2000,2042472,13866104,11823632
28-05-2025,Kusmunda,Evening,600,576,24,348,4608,201.6,5043.34,2500,2833187,11095348,8262161
29-05-2025,Kusmunda,Morning,600,588,12,348,4704,85.2,4753.74,2500,2665357,10458228,7792871
29-05-2025,Kusmunda,Night,600,576,24,372,4608,122.4,5952.05,2500,3324727.5,13094510,9769782.5
29-05-2025,Korba,Morning,600,564,36,384,4512,183.6,4241.11,1333,1537538.5,8058109,6520570.5
30-05-2025,Dipka,Night,600,492,108,360,3936,124.8,4757.55,2000,1954670,13321140,11366470
10-09-2025,Kusmunda,Morning,600,552,48,384,4416,127.2,5453.94,2500,3057517,11998668,8941151
10-09-2025,Kusmunda,Evening,600,552,48,348,4416,110.4,5859.73,2500,3278351.5,12891406,9613054.5
10-09-2025,Korba,Morning,600,516,84,384,4128,268.8,5678.4,1333,2043690,10788960,8745270
11-09-2025,Dipka,Night,600,576,24,408,4608,64.8,5459.58,2000,2244882,15286824,13041942
11-09-2025,Kusmunda,Morning,600,564,36,408,4512,282,5255.68,2500,2941524,11562496,8620972
16-09-2025,Dipka,Night,600,528,72,396,4224,194.4,4843.92,2000,1991268,13562976,11571708
16-09-2025,Kusmunda,Morning,600,528,72,348,4224,159.6,4845.1,2500,2721255,10659220,7937965
17-09-2025,Kusmunda,Evening,600,480,120,336,3840,166.8,5766.74,2500,3227957,12686828,9458871
17-09-2025,Korba,Morning,600,540,60,372,4320,284.4,4006.6,1333,1459210,7612540,6153330
17-09-2025,Korba,Evening,600,540,60,324,4320,164.4,5432.75,1333,1959112.5,10322225,8363112.5
18-09-2025,Dipka,Night,600,576,24,444,4608,156,6714.3,2000,2746120,18800040,16053920
18-09-2025,Kusmunda,Morning,600,588,12,360,4704,189.6,5289.84,2500,2966512,11637648,8671136
18-09-2025,Kusmunda,Evening,600,516,84,324,4128,97.2,5265.52,2500,2951636,11584144,8632508
22-12-2025,Kusmunda,Morning,600,564,36,324,4512,226.8,5724.22,2500,3206271,12593284,9387013
24-12-2025,Korba,Night,600,504,96,300,4032,238.8,4231.01,1333,1533053.5,8038919,6505865.5
25-12-2025,Dipka,Morning,600,588,12,456,4704,231.6,5241.11,2000,2158444,14675108,12516664
30-12-2025,Korba,Night,600,540,60,396,4320,56.4,5163.01,1333,1866403.5,9809719,7943315.5
15-04-2025,Kusmunda,Evening,600,576,24,444,4608,247.2,4842.7,2500,2723585,10653940,7930355
17-04-2025,Kusmunda,Night,600,540,60,372,4320,153.6,4109.74,2500,2320457,9041428,6720971
18-04-2025,Dipka,Night,600,552,48,432,4416,271.2,5555.45,2000,2277030,15555260,13278230
18-04-2025,Korba,Morning,600,552,48,420,4416,271.2,5763.16,1333,2075356,10950004,8874648
19-04-2025,Korba,Night,600,564,36,384,4512,104.4,4205.33,1333,1528965.5,7990127,6461161.5
20-04-2025,Dipka,Night,600,540,60,348,4320,213.6,5579.5,2000,2294350,15622600,13328250
02-08-2025,Korba,Morning,600,576,24,384,4608,180,4679.73,1333,1691505.5,8891487,7199981.5
03-08-2025,Dipka,Evening,600,504,96,348,4032,259.2,5139.21,2000,2115784,14389788,12274004
06-08-2025,Dipka,Night,600,540,60,372,4320,106.8,4744.29,2000,1948416,13284012,11335596
06-08-2025,Kusmunda,Evening,600,552,48,300,4416,118.8,5517.07,2500,3089038.5,12137554,9048515.5
01-02-2025,Dipka,Evening,600,588,12,468,4704,211.2,4839.73,2000,1993542,13551244,11557702
01-02-2025,Dipka,Night,600,540,60,396,4320,139.2,5433.62,2000,2235998,15214136,12978138
05-02-2025,Kusmunda,Morning,600,528,72,348,4224,151.2,5036.6,2500,2826280,11080520,8254240
21-05-2025,Kusmunda,Night,600,528,72,372,4224,152.4,5265.75,2500,2952512.5,11584650,8632137.5
23-05-2025,Dipka,Night,600,576,24,432,4608,256.8,6143.4,2000,2511460,17201520,14690060
23-05-2025,Korba,Morning,600,576,24,456,4608,129.6,5189.96,1333,1876036,9860924,7984888
24-05-2025,Dipka,Evening,600,564,36,408,4512,199.2,5784.56,2000,2378524,16196768,13818244
27-05-2025,Dipka,Morning,600,540,60,408,4320,86.4,5702.29,2000,2340266,15966412,13626146
28-05-2025,Kusmunda,Morning,600,540,60,336,4320,160.8,5195.35,2500,2913692.5,11429770,8516077.5
28-05-2025,Korba,Evening,600,564,36,420,4512,238.8,5488.37,1333,1981129.5,10427903,8446773.5
29-05-2025,Korba,Night,600,552,48,420,4416,260.4,4801.8,1333,1735930,9123420,7387490
10-09-2025,Dipka,Night,600,492,108,420,3936,70.8,6496.82,2000,2656778,18191096,15534318
10-09-2025,Korba,Evening,600,564,36,396,4512,165.6,5522.52,1333,1987532,10492788,8505256
11-09-2025,Kusmunda,Evening,600,552,48,360,4416,180,5111.27,2500,2869998.5,11244794,8374795.5
11-09-2025,Korba,Morning,600,576,24,336,4608,62.4,5296.69,1333,1913941.5,10063711,8149769.5
11-09-2025,Korba,Evening,600,552,48,432,4416,116.4,5217.62,1333,1883917,9913478,8029561
12-09-2025,Dipka,Morning,600,516,84,336,4128,40.8,5428.75,2000,2232550,15200500,12967950
12-09-2025,Dipka,Evening,600,552,48,360,4416,140.4,5598.47,2000,2297988,15675716,13377728
14-09-2025,Kusmunda,Evening,600,552,48,360,4416,217.2,4572.92,2500,2569956,10060424,7490468
14-09-2025,Korba,Morning,600,564,36,420,4512,163.2,4427.64,1333,1602074,8412516,6810442
15-09-2025,Korba,Night,600,588,12,396,4704,285.6,5787.83,1333,2086990.5,10996877,8909886.5
16-09-2025,Dipka,Morning,600,564,36,348,4512,82.8,4766.25,2000,1965100,13345500,11380400
17-09-2025,Dipka,Night,600,504,96,360,4032,216,5559.39,2000,2286406,15566292,13279886
21-12-2025,Korba,Evening,600,576,24,420,4608,147.6,4294.48,1333,1564668,8159512,6594844
22-12-2025,Korba,Evening,600,564,36,420,4512,253.2,4821,1333,1750650,9159900,7409250
23-12-2025,Dipka,Morning,600,492,108,300,3936,190.8,5903.25,2000,2420000,16529100,14109100
23-12-2025,Dipka,Evening,600,528,72,384,4224,70.8,5501.47,2000,2260888,15404116,13143228
25-12-2025,Kusmunda,Evening,600,540,60,336,4320,178.8,4680.68,2500,2628924,10297496,7668572
25-12-2025,Korba,Evening,600,540,60,444,4320,133.2,5328.72,1333,1921402,10124568,8203166
26-12-2025,Kusmunda,Night,600,552,48,396,4416,326.4,5758.17,2500,3225693.5,12667974,9442280.5
27-12-2025,Korba,Morning,600,516,84,348,4128,104.4,5241.42,1333,1885947,9958698,8072751
27-12-2025,Korba,Night,600,552,48,396,4416,183.6,4772.64,1333,1725824,9068016,7342192
28-12-2025,Dipka,Morning,600,540,60,360,4320,108,5520.3,2000,2265670,15456840,13191170
29-12-2025,Kusmunda,Night,600,564,36,288,4512,260.4,5620.07,2500,3150388.5,12364154,9213765.5
14-04-2025,Dipka,Morning,600,576,24,420,4608,116.4,5159.37,2000,2123298,14446236,12322938
15-04-2025,Dipka,Night,600,588,12,456,4704,361.2,4713.4,2000,1943310,13197520,11254210
15-04-2025,Korba,Morning,600,576,24,372,4608,130.8,4162.4,1333,1514690,7908560,6393870
02-08-2025,Korba,Evening,600,552,48,444,4416,181.2,4009.6,1333,1454910,7618240,6163330
04-08-2025,Dipka,Evening,600,540,60,396,4320,129.6,5494.96,2000,2249534,15385888,13136354
05-08-2025,Kusmunda,Night,600,456,144,300,3648,189.6,5423.15,2500,3035882.5,11930930,8895047.5
05-08-2025,Korba,Night,600,576,24,360,4608,252,4268,1333,1548550,8109200,6560650
06-08-2025,Korba,Morning,600,528,72,384,4224,256.8,5313.26,1333,1916641,10095194,8178553
07-08-2025,Kusmunda,Morning,600,540,60,360,4320,262.8,5088.12,2500,2855016,11193864,8338848
07-08-2025,Korba,Morning,600,564,36,360,4512,292.8,4378.14,1333,1594249,8318466,6724217
07-08-2025,Korba,Evening,600,528,72,360,4224,132,5179.72,1333,1870752,9841468,7970716
08-08-2025,Kusmunda,Night,600,540,60,384,4320,169.2,5259.78,2500,2953079,11571516,8618437
08-08-2025,Korba,Morning,600,552,48,396,4416,165.6,4892.8,1333,1771930,9296320,7524390
09-08-2025,Korba,Night,600,564,36,384,4512,51.6,3911.35,1333,1424472.5,7431565,6007092.5
10-08-2025,Kusmunda,Morning,600,528,72,372,4224,212.4,5851.41,2500,3273675.5,12873102,9599426.5
10-08-2025,Kusmunda,Evening,600,504,96,324,4032,104.4,5713.11,2500,3202610.5,12568842,9366231.5
11-08-2025,Dipka,Morning,600,564,36,408,4512,147.6,6625.59,2000,2711386,18551652,15840266
11-08-2025,Kusmunda,Evening,600,516,84,372,4128,146.4,5931.37,2500,3316253.5,13049014,9732760.5
08-08-2025,Dipka,Morning,600,564,36,432,4512,120,4357.01,2000,1798954,12199628,10400674
08-08-2025,Korba,Evening,600,552,48,384,4416,123.6,5390.01,1333,1943503.5,10241019,8297515.5
09-08-2025,Dipka,Night,600,552,48,396,4416,278.4,5453.4,2000,2234610,15269520,13034910
09-08-2025,Kusmunda,Morning,600,588,12,396,4704,188.4,5598.67,2500,3134868.5,12317074,9182205.5
11-08-2025,Dipka,Evening,600,552,48,408,4416,128.4,4808.62,2000,1977348,13464136,11486788
23-11-2025,Korba,Morning,600,528,72,432,4224,22.8,3800.76,1333,1389616,7221444,5831828
23-11-2025,Korba,Evening,600,552,48,396,4416,255.6,3685.62,1333,1342167,7002678,5660511
23-11-2025,Korba,Night,600,564,36,384,4512,196.8,4653.82,1333,1683687,8842258,7158571
24-11-2025,Dipka,Evening,600,588,12,432,4704,194.4,5135.38,2000,2110202,14379064,12268862
25-11-2025,Kusmunda,Night,600,576,24,348,4608,139.2,4361.27,2500,2443098.5,9594794,7151695.5
27-11-2025,Korba,Night,600,528,72,408,4224,72,4693.69,1333,1702891.5,8918011,7215119.5
28-11-2025,Kusmunda,Evening,600,564,36,360,4512,55.2,6318.14,2500,3528327,13899908,10371581
28-11-2025,Kusmunda,Night,600,528,72,348,4224,114,5648.38,2500,3166909,12426436,9259527
29-11-2025,Dipka,Evening,600,504,96,336,4032,128.4,5186.46,2000,2127834,14522088,12394254
30-11-2025,Korba,Morning,600,564,36,396,4512,199.2,4449.15,1333,1605252.5,8453385,6848132.5
01-12-2025,Korba,Evening,600,552,48,348,4416,184.8,4823.03,1333,1743660.5,9163757,7420096.5
14-03-2025,Korba,Night,600,516,84,360,4128,148.8,5252.32,1333,1891462,9979408,8087946
15-03-2025,Dipka,Morning,600,564,36,432,4512,237.6,4874.69,2000,2002176,13649132,11646956
17-03-2025,Dipka,Morning,600,516,84,384,4128,140.4,5011.85,2000,2063340,14033180,11969840
17-03-2025,Korba,Night,600,564,36,432,4512,180,4738.11,1333,1715538.5,9002409,7286870.5
19-03-2025,Korba,Evening,600,552,48,396,4416,163.2,4897.94,1333,1771179,9306086,7534907
20-03-2025,Korba,Night,600,540,60,360,4320,190.8,5276.8,1333,1907080,10025920,8118840
21-03-2025,Kusmunda,Morning,600,516,84,336,4128,190.8,5527.79,2500,3095884.5,12161138,9065253.5
22-03-2025,Kusmunda,Night,600,552,48,408,4416,355.2,4375.03,2500,2457716.5,9625066,7167349.5
23-03-2025,Dipka,Morning,600,552,48,372,4416,133.2,5284.07,2000,2177028,14795396,12618368
05-07-2025,Korba,Morning,600,576,24,384,4608,79.2,4613.88,1333,1667808,8766372,7098564
09-07-2025,Dipka,Night,600,516,84,396,4128,153.6,5037.84,2000,2068836,14105952,12037116
09-07-2025,Kusmunda,Morning,600,504,96,312,4032,242.4,5122.8,2500,2876040,11270160,8394120
13-07-2025,Dipka,Evening,600,516,84,444,4128,330,4963.38,2000,2044702,13897464,11852762
13-07-2025,Dipka,Night,600,576,24,396,4608,216,5110.75,2000,2101200,14310100,12208900
15-10-2025,Kusmunda,Night,600,564,36,372,4512,172.8,4571.86,2500,2568423,10058092,7489669
17-10-2025,Dipka,Morning,600,540,60,444,4320,178.8,4990.31,2000,2054074,13972868,11918794
17-10-2025,Korba,Night,600,540,60,420,4320,236.4,4625.89,1333,1673161.5,8789191,7116029.5
18-10-2025,Dipka,Evening,600,540,60,348,4320,304.8,4757.86,2000,1957794,13322008,11364214
